id,cv_text,job_text,label,score_raw,cv_hard_skills,cv_soft_skills,job_hard_skills,job_soft_skills,domain,seniority,match_reason,difficulty
11,"PROFIL
Web3 Engineer mid en Blockchain / Web3, base a Bruxelles, avec 4 ans d'experience.

EXPERIENCE
Missions dans le secteur media. Stack principale: actix, secret scanning, python, ethereum, web3.js, opencl, oauth, rbac, defi, sas, hyperledger, groovy. Resultats: amelioration des resultats de 14% a 22%.

COMPETENCES
actix, secret scanning, python, ethereum, web3.js, opencl, oauth, rbac, defi, sas, hyperledger, groovy

SOFT SKILLS
communication, creativity, coaching, agile, active listening

CERTIFICATIONS
Aucune certification formelle","Grand compte recherche un Security Engineer mid pour une equipe Cybersecurity / AppSec. Competences requises: secret scanning, vault, python, groovy, sas, ethereum, oauth, rails. Competences appreciees: groovy, cdn, vault, nmap, dhcp, ssh. Soft skills: consulting, business acumen, conflict resolution, collaboration. Contexte: plateforme cloud, secteur media, localisation Bruxelles.",1,1.0,"[""actix"", ""secret scanning"", ""python"", ""ethereum"", ""web3.js"", ""opencl"", ""oauth"", ""rbac"", ""defi"", ""sas"", ""hyperledger"", ""groovy"", ""rails""]","[""communication"", ""creativity"", ""coaching"", ""agile"", ""active listening""]","[""sas"", ""oauth"", ""hyperledger"", ""rbac"", ""secret scanning"", ""rails"", ""python"", ""ethereum"", ""groovy"", ""cdn"", ""vault"", ""nmap"", ""dhcp"", ""ssh"", ""grafana alloy""]","[""consulting"", ""business acumen"", ""conflict resolution"", ""collaboration"", ""change management""]",Cybersecurity / AppSec,mid,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
12,"PROFIL
Analytics Specialist lead en BI / Analytics / Visualization, base a Bruxelles, avec 14 ans d'experience.

EXPERIENCE
Missions dans le secteur retail. Stack principale: azure data factory, lucidchart, elt, delta lake, mariadb, dataflow, hive, retention analysis, apache beam, clickhouse, ksql, feature store. Resultats: amelioration des resultats de 24% a 32%.

COMPETENCES
azure data factory, lucidchart, elt, delta lake, mariadb, dataflow, hive, retention analysis, apache beam, clickhouse, ksql, feature store

SOFT SKILLS
agile, change management, attention to detail, conflict resolution, critical thinking

CERTIFICATIONS
ccsp, astronomer airflow certification, ceh","Poste ERP Consultant lead dans le secteur retail. Required: delta lake, rest api, laravel, clickup, power platform, power bi, serverless framework, service desk, dataflow, clickhouse. Nice to have: laravel, serverless framework, dax, rest api, power bi, power platform. Soft skills attendues: critical thinking, business acumen, consulting, attention to detail. Contexte: scale-up internationale. Localisation: Bruxelles.",1,1.0,"[""azure data factory"", ""lucidchart"", ""elt"", ""delta lake"", ""mariadb"", ""dataflow"", ""hive"", ""retention analysis"", ""apache beam"", ""clickhouse"", ""ksql"", ""feature store"", ""clickup"", ""service desk"", ""redash"", ""notion"", ""kpis""]","[""agile"", ""change management"", ""attention to detail"", ""conflict resolution"", ""critical thinking"", ""storytelling"", ""accountability""]","[""clickhouse"", ""notion"", ""service desk"", ""elt"", ""retention analysis"", ""apache beam"", ""clickup"", ""dataflow"", ""kpis"", ""hive"", ""delta lake"", ""redash"", ""laravel"", ""serverless framework"", ""dax"", ""rest api"", ""power bi"", ""power platform""]","[""critical thinking"", ""business acumen"", ""consulting"", ""attention to detail"", ""creativity"", ""active listening"", ""conflict resolution""]",ERP / CRM / Enterprise Apps,lead,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
13,"NLP Engineer | AI / NLP / LLM Engineering | 3 ans | Nantes | stack: supervised learning, grpc, scheme, rust, sas, groovy, axum, tokenization, beego, autogen, lightgbm, weights & biases | soft: adaptation, coaching, agile, creativity, cooperation | certs: cissp, aws certified security specialty","Grand compte recherche un ETL Developer mid pour une equipe Data Engineering / Analytics Engineering. Competences requises: composer, beego, h2, clickhouse, sas, go, event hub, ksql. Competences appreciees: ksql, sqs, event hub, composer, clickhouse, lua. Soft skills: agile, organization, cooperation, communication. Contexte: grand groupe, secteur gaming, localisation Nantes.",1,0.5,"[""supervised learning"", ""grpc"", ""scheme"", ""rust"", ""sas"", ""groovy"", ""axum"", ""tokenization"", ""beego"", ""autogen"", ""lightgbm"", ""weights & biases"", ""php""]","[""adaptation"", ""coaching"", ""agile"", ""creativity"", ""cooperation""]","[""lightgbm"", ""supervised learning"", ""tokenization"", ""sas"", ""beego"", ""python"", ""go"", ""h2"", ""ksql"", ""sqs"", ""event hub"", ""composer"", ""clickhouse""]","[""agile"", ""organization"", ""cooperation"", ""communication"", ""collaboration""]",Data Engineering / Analytics Engineering,mid,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
14,"Professionnel Application Security Engineer avec 7 ans d'experience en Cybersecurity / AppSec. J'ai travaille sur kustomize, gateway api, data loss prevention, metasploit, casb, crossplane, identity governance, cisco, vault, calico, saml, edr dans des environnements manufacturing. J'apporte cooperation, business acumen, communication, change management, attention to detail. Certifications: azure fundamentals. Resultat cle: amelioration des resultats de 17% a 25%.","Poste Platform Engineer senior dans le secteur manufacturing. Required: containerd, telepresence, pagerduty, casb, arm templates, gateway api, cisco, vault, freebsd, runbooks. Nice to have: containerd, pagerduty, runbooks, kubernetes, openbsd, telepresence. Soft skills attendues: collaboration, creativity, change management, agile. Contexte: startup en hypercroissance. Localisation: Montreal.",1,0.5,"[""kustomize"", ""gateway api"", ""data loss prevention"", ""metasploit"", ""casb"", ""crossplane"", ""identity governance"", ""cisco"", ""vault"", ""calico"", ""saml"", ""edr"", ""suricata"", ""mqtt""]","[""cooperation"", ""business acumen"", ""communication"", ""change management"", ""attention to detail"", ""accountability""]","[""vault"", ""gateway api"", ""cisco"", ""crossplane"", ""casb"", ""identity governance"", ""arm templates"", ""telepresence"", ""teamcity"", ""freebsd"", ""containerd"", ""pagerduty"", ""runbooks"", ""kubernetes""]","[""collaboration"", ""creativity"", ""change management"", ""agile"", ""systems thinking"", ""autonomy""]",Platform / SRE / Observability,senior,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
15,"PROFIL
Applied Scientist senior en Data Science / ML Engineering, base a Remote, avec 10 ans d'experience.

EXPERIENCE
Missions dans le secteur energy. Stack principale: presto, swift, streamsets, typescript, a/b testing, nlp, pl/sql, talend, abap, deep learning, ocaml, pandas. Resultats: amelioration des resultats de 20% a 28%.

COMPETENCES
presto, swift, streamsets, typescript, a/b testing, nlp, pl/sql, talend, abap, deep learning, ocaml, pandas

SOFT SKILLS
agile, active listening, experimentation, communication, analytical thinking

CERTIFICATIONS
Aucune certification formelle","Grand compte recherche un Applied Scientist senior pour une equipe Data Science / ML Engineering. Competences requises: fortran, swift, pl/sql, dagster, typescript, talend, elt, pandas, presto, nlp. Competences appreciees: prefect, mdx, fortran, glue, elt, power query. Soft skills: collaboration, analytical thinking, cooperation, autonomy. Contexte: equipe produit distribuee, secteur energy, localisation Remote.",1,1.0,"[""presto"", ""swift"", ""streamsets"", ""typescript"", ""a/b testing"", ""nlp"", ""pl/sql"", ""talend"", ""abap"", ""deep learning"", ""ocaml"", ""pandas""]","[""agile"", ""active listening"", ""experimentation"", ""communication"", ""analytical thinking"", ""conflict resolution""]","[""nlp"", ""typescript"", ""deep learning"", ""pandas"", ""presto"", ""swift"", ""streamsets"", ""talend"", ""pl/sql"", ""dagster"", ""prefect"", ""mdx"", ""fortran"", ""glue"", ""elt""]","[""collaboration"", ""analytical thinking"", ""cooperation"", ""autonomy"", ""attention to detail"", ""consulting""]",Data Science / ML Engineering,senior,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
16,"UX Engineer | Product / UX Engineering | 16 ans | Toulouse | stack: gitlab, shadcn/ui, react query, redux, tableau, proto.io, mantine, remix, mode analytics, echarts, preact, wireframing | soft: customer focus, critical thinking, change management, facilitation, autonomy | certs: azure administrator associate, cissp","Startup recherche un Game Developer. Must have: arcore, vba, sml, fortran, opengl, invision, awk, nim, opencl, procedural generation. Bonus: fortran, mobile accessibility, opencl, bash, invision, proto.io. Le poste demande business acumen, change management, coaching, attention to detail. Domaine: Game Development / AR / VR. Lieu: Toulouse.",0,0.0,"[""gitlab"", ""shadcn/ui"", ""react query"", ""redux"", ""tableau"", ""proto.io"", ""mantine"", ""remix"", ""mode analytics"", ""echarts"", ""preact"", ""wireframing"", ""power query"", ""zoom"", ""storybook"", ""journey mapping"", ""principle"", ""google workspace""]","[""customer focus"", ""critical thinking"", ""change management"", ""facilitation"", ""autonomy"", ""business acumen"", ""cooperation""]","[""procedural generation"", ""design systems"", ""clojure"", ""arcore"", ""journey mapping"", ""capacitor"", ""opengl"", ""sml"", ""vba"", ""awk"", ""swiftui"", ""nim"", ""fortran"", ""mobile accessibility"", ""opencl"", ""bash"", ""invision"", ""proto.io""]","[""business acumen"", ""change management"", ""coaching"", ""attention to detail"", ""active listening"", ""autonomy"", ""accountability""]",Game Development / AR / VR,lead,domaine different ou ecarts importants sur les competences critiques,medium
17,"PROFIL
Firmware Engineer mid en Embedded / IoT / Robotics, base a Remote, avec 5 ans d'experience.

EXPERIENCE
Missions dans le secteur e-commerce. Stack principale: embedded linux, digital twin, c, nim, firmware, arduino, computer vision robotics, pid control, zsh, control systems, swift, plc. Resultats: amelioration des resultats de 15% a 23%.

COMPETENCES
embedded linux, digital twin, c, nim, firmware, arduino, computer vision robotics, pid control, zsh, control systems, swift, plc

SOFT SKILLS
agile, analytical thinking, autonomy, documentation, problem solving

CERTIFICATIONS
Aucune certification formelle","Grand compte recherche un Network Engineer mid pour une equipe Networking / Systems Administration. Competences requises: nist, computer vision robotics, haproxy, pid control, security governance, hipaa, control systems, vlan. Competences appreciees: hipaa, security governance, circleci, travis ci, ios, alpine linux. Soft skills: active listening, collaboration, business acumen, organization. Contexte: equipe produit distribuee, secteur e-commerce, localisation Remote.",1,0.5,"[""embedded linux"", ""digital twin"", ""c"", ""nim"", ""firmware"", ""arduino"", ""computer vision robotics"", ""pid control"", ""zsh"", ""control systems"", ""swift"", ""plc""]","[""agile"", ""analytical thinking"", ""autonomy"", ""documentation"", ""problem solving""]","[""pid control"", ""computer vision robotics"", ""c"", ""control systems"", ""swift"", ""nist"", ""haproxy"", ""vlan"", ""hipaa"", ""security governance"", ""circleci"", ""travis ci""]","[""active listening"", ""collaboration"", ""business acumen"", ""organization"", ""coaching""]",Networking / Systems Administration,mid,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
18,"PROFIL
Test Engineer senior en QA / Test Automation, base a Casablanca, avec 7 ans d'experience.

EXPERIENCE
Missions dans le secteur saas. Stack principale: node.js, fastapi, codeigniter, gitlab ci, azure functions, teamcity, nose, django, nginx, svelte, remix, canary release. Resultats: amelioration des resultats de 17% a 25%.

COMPETENCES
node.js, fastapi, codeigniter, gitlab ci, azure functions, teamcity, nose, django, nginx, svelte, remix, canary release

SOFT SKILLS
collaboration, creativity, autonomy, cooperation, accountability

CERTIFICATIONS
certified scrum product owner, aws certified devops engineer professional","Poste Cloud Engineer senior dans le secteur saas. Required: eventbridge, guardduty, operations suite, compute engine, looker, blue green deployment, drone ci, iam, containerd, policy as code. Nice to have: iam, operations suite, bamboo, travis ci, release engineering, efs. Soft skills attendues: accountability, resilience, coaching, incident management. Contexte: grand groupe. Localisation: Casablanca.",0,0.0,"[""node.js"", ""fastapi"", ""codeigniter"", ""gitlab ci"", ""azure functions"", ""teamcity"", ""nose"", ""django"", ""nginx"", ""svelte"", ""remix"", ""canary release"", ""ci/cd""]","[""collaboration"", ""creativity"", ""autonomy"", ""cooperation"", ""accountability"", ""adaptation""]","[""guardduty"", ""blue green deployment"", ""telepresence"", ""policy as code"", ""looker"", ""compute engine"", ""arm templates"", ""eventbridge"", ""containerd"", ""drone ci"", ""iam"", ""operations suite"", ""bamboo""]","[""accountability"", ""resilience"", ""coaching"", ""incident management"", ""attention to detail"", ""problem solving""]",DevOps / Cloud Engineering,senior,domaine different ou ecarts importants sur les competences critiques,medium
19,"PROFIL
iOS Developer mid en Mobile Development, base a Casablanca, avec 4 ans d'experience.

EXPERIENCE
Missions dans le secteur media. Stack principale: mapkit, backbone.js, azure functions, vue.js, fastapi, ant design, mobile accessibility, dropwizard, adonisjs, angular, kotlin, native script. Resultats: amelioration des resultats de 14% a 22%.

COMPETENCES
mapkit, backbone.js, azure functions, vue.js, fastapi, ant design, mobile accessibility, dropwizard, adonisjs, angular, kotlin, native script

SOFT SKILLS
change management, conflict resolution, autonomy, creativity, consulting

CERTIFICATIONS
azure security engineer associate","Grand compte recherche un iOS Developer mid pour une equipe Mobile Development. Competences requises: koa, native script, phoenix, flutter, fastapi, backbone.js, vue.js, mobile accessibility. Competences appreciees: native script, expo, css modules, phoenix, koa, flutter. Soft skills: critical thinking, analytical thinking, coaching, adaptation. Contexte: editeur SaaS, secteur media, localisation Casablanca.",1,1.0,"[""mapkit"", ""backbone.js"", ""azure functions"", ""vue.js"", ""fastapi"", ""ant design"", ""mobile accessibility"", ""dropwizard"", ""adonisjs"", ""angular"", ""kotlin"", ""native script""]","[""change management"", ""conflict resolution"", ""autonomy"", ""creativity"", ""consulting""]","[""fastapi"", ""azure functions"", ""vue.js"", ""ant design"", ""dropwizard"", ""backbone.js"", ""mobile accessibility"", ""adonisjs"", ""native script"", ""expo"", ""css modules"", ""phoenix"", ""koa"", ""flutter"", ""sass""]","[""critical thinking"", ""analytical thinking"", ""coaching"", ""adaptation"", ""conflict resolution""]",Mobile Development,mid,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
20,"PROFIL
Systems Administrator junior en Networking / Systems Administration, base a Lyon, avec 1 ans d'experience.

EXPERIENCE
Missions dans le secteur energy. Stack principale: vpn, audit, canary release, tekton, blue green deployment, compliance, http/https, juniper. Resultats: amelioration des resultats de 11% a 19%.

COMPETENCES
vpn, audit, canary release, tekton, blue green deployment, compliance, http/https, juniper

SOFT SKILLS
conflict resolution, cooperation, incident management, consulting

CERTIFICATIONS
adobe analytics certification, azure ai engineer associate","Grand compte recherche un Java Developer junior pour une equipe Backend Development. Competences requises: milvus, oracle database, actix, pub/sub, pyramid, ibm mq. Competences appreciees: milvus, outbox pattern, eda, hexagonal architecture, circuit breaker, message queues. Soft skills: creativity, business acumen, autonomy, agile. Contexte: grand groupe, secteur energy, localisation Lyon.",0,0.0,"[""vpn"", ""audit"", ""canary release"", ""tekton"", ""blue green deployment"", ""compliance"", ""http/https"", ""juniper""]","[""conflict resolution"", ""cooperation"", ""incident management"", ""consulting""]","[""pub/sub"", ""oracle database"", ""pyramid"", ""vertica"", ""ibm mq"", ""actix"", ""milvus"", ""outbox pattern""]","[""creativity"", ""business acumen"", ""autonomy"", ""agile""]",Backend Development,junior,domaine different ou ecarts importants sur les competences critiques,medium
21,"PROFIL
Application Security Engineer mid en Cybersecurity / AppSec, base a Casablanca, avec 4 ans d'experiance.

EXPERIENCE
Missions dans le secteur e-commerce. Stack principale: wan, iam, grpc, udp, disaster recovery, mfa, saml, ospf, http3, internal developer platform, kali linux, dast. Resultats: amelioration des resultats de 14% a 22%.

COMPETENCES
wan, iam, grpc, udp, disaster recovery, mfa, saml, ospf, http3, internal developer platform, kali linux, dast

SOFT SKILLS
accountability, collaboration, critical thinking, creativity, consulting

CERTIFICATIONS
aws certified data engineer associate","Poste Full Stack Developer mid dans le secteur e-commerce. Required: tibco, bitbucket pipelines, feature flags, serverless framework, signalr, rocket, solidjs, presto. Nice to have: solidjs, nginx, presto, signalr, codeigniter, radix ui. Soft skills attendues: analytical thinking, collaboration, adaptation, attention to detail. Contexte: organisation regulee. Localisation: Casablanca.",0,0.0,"[""wan"", ""iam"", ""grpc"", ""udp"", ""disaster recovery"", ""mfa"", ""saml"", ""ospf"", ""http3"", ""internal developer platform"", ""kali linux"", ""dast""]","[""accountability"", ""collaboration"", ""critical thinking"", ""creativity"", ""consulting""]","[""bff"", ""feature flags"", ""serverless framework"", ""rocket"", ""spring cloud"", ""tibco"", ""chakra ui"", ""bitbucket pipelines"", ""solidjs"", ""nginx"", ""presto"", ""signalr""]","[""analytical thinking"", ""collaboration"", ""adaptation"", ""attention to detail"", ""conflict resolution""]",Full Stack Web Development,mid,domaine different ou ecarts importants sur les competences critiques,medium
22,"Solutions Architect | Software Architecture / Technical Leadership | 3 ans | Remote | stack: tornado, linkerd, incident response, root cause analysis, platform engineering, opentelemetry collector, event api, multitenancy, api gateway, argocd | soft: creativity, mentoring, coaching, critical thinking, communication | certs: azure developer associate, ceh","Poste Observability Engineer mid dans le secteur public sector. Required: circleci, event api, root cause analysis, chaos engineering, linkerd, incident response, api gateway, azure pipelines. Nice to have: chaos engineering, metrics, debian, circleci, pagerduty, distributed tracing. Soft skills attendues: resilience, systems thinking, cooperation, agile. Contexte: editeur SaaS. Localisation: Remote.",1,1.0,"[""tornado"", ""linkerd"", ""incident response"", ""root cause analysis"", ""platform engineering"", ""opentelemetry collector"", ""event api"", ""multitenancy"", ""api gateway"", ""argocd""]","[""creativity"", ""mentoring"", ""coaching"", ""critical thinking"", ""communication""]","[""opentelemetry collector"", ""incident response"", ""api gateway"", ""event api"", ""linkerd"", ""root cause analysis"", ""tornado"", ""azure pipelines"", ""chaos engineering"", ""metrics"", ""debian"", ""circleci"", ""pagerduty""]","[""resilience"", ""systems thinking"", ""cooperation"", ""agile"", ""adaptability""]",Platform / SRE / Observability,mid,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
23,"Professionnel API Engineer avec 8 ans d'experience en Backend Development. J'ai travaille sur openapi, pinecone, cqrs, modular monolith, ktor, couchdb, oracle database, samza, nestjs, sql server, pulsar, presto dans des environnements edtech. J'apporte analytical thinking, business acumen, cooperation, change management, adaptation. Certifications: Aucune certification formelle. Resultat cle: amelioration des resultats de 18% a 26%.","Startup recherche un Technical Lead. Must have: pagerduty, presto, openshift, incident response, modular monolith, hapi, cqrs, django, saga pattern, prometheus. Bonus: argocd, cqrs, saga pattern, openshift, prometheus, grafana loki. Le poste demande stakeholder management, consulting, conflict resolution, adaptability. Domaine: Software Architecture / Technical Leadership. Lieu: Bruxelles.",1,0.5,"[""openapi"", ""pinecone"", ""cqrs"", ""modular monolith"", ""ktor"", ""couchdb"", ""oracle database"", ""samza"", ""nestjs"", ""sql server"", ""pulsar"", ""presto"", ""pyramid"", ""hapi"", ""django""]","[""analytical thinking"", ""business acumen"", ""cooperation"", ""change management"", ""adaptation"", ""active listening""]","[""hapi"", ""couchdb"", ""sql server"", ""presto"", ""django"", ""modular monolith"", ""codeigniter"", ""pagerduty"", ""root cause analysis"", ""incident response"", ""argocd"", ""cqrs"", ""saga pattern"", ""openshift"", ""prometheus""]","[""stakeholder management"", ""consulting"", ""conflict resolution"", ""adaptability"", ""autonomy"", ""analytical thinking""]",Software Architecture / Technical Leadership,senior,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
24,"Web3 Engineer | Blockchain / Web3 | 10 ans | Nantes | stack: cryptography, mybatis, visual basic, hibernate, elixir, grpc, matlab, spring cloud, security headers, rails, rust smart contracts, dart | soft: adaptability, conflict resolution, attention to detail, collaboration, communication | certs: azure fundamentals","Grand compte recherche un Analytics Engineer senior pour une equipe Data Engineering / Analytics Engineering. Competences requises: ecs, teradata, kafka streams, secret manager, dagster, artifact registry, oracle database, matillion, sas, operations suite. Competences appreciees: dagster, artifact registry, teradata, glue, sqlite, ksql. Soft skills: autonomy, accountability, analytical thinking, communication. Contexte: editeur SaaS, secteur logistics, localisation Nantes.",0,0.0,"[""cryptography"", ""mybatis"", ""visual basic"", ""hibernate"", ""elixir"", ""grpc"", ""matlab"", ""spring cloud"", ""security headers"", ""rails"", ""rust smart contracts"", ""dart"", ""vert.x""]","[""adaptability"", ""conflict resolution"", ""attention to detail"", ""collaboration"", ""communication"", ""business acumen""]","[""flink"", ""sas"", ""oracle database"", ""ecs"", ""kafka streams"", ""elb"", ""matillion"", ""operations suite"", ""secret manager"", ""composer"", ""dagster"", ""artifact registry"", ""teradata""]","[""autonomy"", ""accountability"", ""analytical thinking"", ""communication"", ""cooperation"", ""ownership""]",Data Engineering / Analytics Engineering,senior,domaine different ou ecarts importants sur les competences critiques,medium
25,"PROFIL
Cloud Engineer junior en DevOps / Cloud Engineering, base a Casablanca, avec 1 ans d'experience.

EXPERIENCE
Missions dans le secteur gaming. Stack principale: athena, red hat, azure kubernetes service, linkerd, terraform, buildkite, canary release, serverless framework, entra id. Resultats: amelioration des resultats de 11% a 19%.

COMPETENCES
athena, red hat, azure kubernetes service, linkerd, terraform, buildkite, canary release, serverless framework, entra id

SOFT SKILLS
analytical thinking, attention to detail, creativity, resilience

CERTIFICATIONS
azure fundamentals, aws certified solutions architect associate","Poste Data Scientist junior dans le secteur gaming. Required: java, sas, apache hadoop, a/b testing, mode analytics, redshift. Nice to have: sas, apache hadoop, scala, cobol, assembly, hyperopt. Soft skills attendues: cooperation, consulting, conflict resolution, accountability. Contexte: grand groupe. Localisation: Casablanca.",0,0.0,"[""athena"", ""red hat"", ""azure kubernetes service"", ""linkerd"", ""terraform"", ""buildkite"", ""canary release"", ""serverless framework"", ""entra id""]","[""analytical thinking"", ""attention to detail"", ""creativity"", ""resilience""]","[""java"", ""mode analytics"", ""redshift"", ""a/b testing"", ""mulesoft"", ""cobol"", ""sas"", ""apache hadoop"", ""scala""]","[""cooperation"", ""consulting"", ""conflict resolution"", ""accountability""]",Data Science / ML Engineering,junior,domaine different ou ecarts importants sur les competences critiques,medium
26,"Embedded Engineer | Embedded / IoT / Robotics | 2 ans | Remote | stack: ros, windows, labview, arduino, machine vision, bash, industrial automation, dax, solidity, matlab simulink, ros2 | soft: analytical thinking, cooperation, creativity, problem solving | certs: aws certified machine learning specialty, cdpse","Poste Graphics Engineer junior dans le secteur media. Required: dax, arkit, ros, accessibility, arduino, labview. Nice to have: solidity, labview, graphql, arkit, xamarin, accessibility. Soft skills attendues: consulting, innovation, teamwork, conflict resolution. Contexte: scale-up internationale. Localisation: Remote.",1,1.0,"[""ros"", ""windows"", ""labview"", ""arduino"", ""machine vision"", ""bash"", ""industrial automation"", ""dax"", ""solidity"", ""matlab simulink"", ""ros2""]","[""analytical thinking"", ""cooperation"", ""creativity"", ""problem solving""]","[""machine vision"", ""bash"", ""arduino"", ""ros"", ""matlab simulink"", ""dax"", ""solidity"", ""labview"", ""graphql"", ""arkit"", ""xamarin"", ""accessibility"", ""clojure"", ""typescript""]","[""consulting"", ""innovation"", ""teamwork"", ""conflict resolution""]",Game Development / AR / VR,junior,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
27,"Technical Lead | Software Architecture / Technical Leadership | 4 ans | Nantes | stack: api design, hibernate, graphql, multitenancy, fault tolerance, service mesh, crossplane, microservices, splunk, message queues, modular monolith, grafana loki | soft: stakeholder management, analytical thinking, change management, active listening, accountability | certs: Aucune certification formelle","Grand compte recherche un Backend Engineer mid pour une equipe Backend Development. Competences requises: crossplane, graphql federation, questdb, memcached, mybatis, nats, grafana loki, modular monolith. Competences appreciees: graphql federation, phoenix, memcached, mybatis, axum, arangodb. Soft skills: autonomy, accountability, agile, adaptability. Contexte: scale-up internationale, secteur logistics, localisation Nantes.",1,0.5,"[""api design"", ""hibernate"", ""graphql"", ""multitenancy"", ""fault tolerance"", ""service mesh"", ""crossplane"", ""microservices"", ""splunk"", ""message queues"", ""modular monolith"", ""grafana loki""]","[""stakeholder management"", ""analytical thinking"", ""change management"", ""active listening"", ""accountability""]","[""modular monolith"", ""grafana loki"", ""crossplane"", ""service mesh"", ""message queues"", ""nats"", ""questdb"", ""flask"", ""graphql federation"", ""phoenix"", ""memcached"", ""mybatis""]","[""autonomy"", ""accountability"", ""agile"", ""adaptability"", ""systems thinking""]",Backend Development,mid,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
28,"Professionnel Product Designer avec 16 ans d'experience en Product / UX Engineering. J'ai travaille sur echarts, bootstrap, mobx, looker studio, miro, zoom, sass, linear, preact, principle, vue.js, superset dans des environnements gaming. J'apporte business acumen, communication, customer focus, adaptability, conflict resolution. Certifications: Aucune certification formelle. Resultat cle: amelioration des resultats de 26% a 34%.","Startup recherche un Analytics Specialist. Must have: interaction design, principle, preact, bootstrap, apache hadoop, superset, tidb, miro, hive, singleStore. Bonus: tidb, github, singleStore, apache hadoop, elt, hive. Le poste demande analytical thinking, accountability, adaptability, attention to detail. Domaine: BI / Analytics / Visualization. Lieu: Montreal.",1,1.0,"[""echarts"", ""bootstrap"", ""mobx"", ""looker studio"", ""miro"", ""zoom"", ""sass"", ""linear"", ""preact"", ""principle"", ""vue.js"", ""superset"", ""google workspace"", ""babel"", ""interaction design"", ""emotion""]","[""business acumen"", ""communication"", ""customer focus"", ""adaptability"", ""conflict resolution"", ""adaptation"", ""facilitation""]","[""vue.js"", ""miro"", ""echarts"", ""looker studio"", ""google workspace"", ""bootstrap"", ""linear"", ""superset"", ""preact"", ""principle"", ""emotion"", ""interaction design"", ""tidb"", ""github"", ""singleStore"", ""apache hadoop"", ""elt"", ""hive""]","[""analytical thinking"", ""accountability"", ""adaptability"", ""attention to detail"", ""adaptation"", ""business acumen"", ""critical thinking""]",BI / Analytics / Visualization,lead,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
